"COMID","Biol","Threshold","alteration_50pct_time","n","overall.altered.2metric"
20326323,"ASCI","Threshold25","Unaltered",1,"Altered"
20326323,"CSCI","Threshold75","Altered",1,"Altered"
20326323,"CSCI","Threshold75","Unaltered",1,"Altered"
20326325,"ASCI","Threshold25","Altered",2,"Altered"
20326325,"CSCI","Threshold75","Altered",2,"Altered"
20326331,"ASCI","Threshold25","Altered",1,"Altered"
20326331,"ASCI","Threshold25","Unaltered",1,"Altered"
20326331,"CSCI","Threshold75","Altered",1,"Altered"
20326331,"CSCI","Threshold75","Unaltered",1,"Altered"
20326341,"ASCI","Threshold25","Altered",1,"Altered"
20326341,"ASCI","Threshold25","Unaltered",1,"Altered"
20326341,"CSCI","Threshold75","Altered",1,"Altered"
20326341,"CSCI","Threshold75","Unaltered",1,"Altered"
20326343,"ASCI","Threshold25","Altered",1,"Altered"
20326343,"ASCI","Threshold25","Unaltered",1,"Altered"
20326343,"CSCI","Threshold75","Altered",1,"Altered"
20326343,"CSCI","Threshold75","Unaltered",1,"Altered"
20326347,"ASCI","Threshold25","Altered",1,"Altered"
20326347,"ASCI","Threshold25","Unaltered",1,"Altered"
20326347,"CSCI","Threshold75","Altered",1,"Altered"
20326347,"CSCI","Threshold75","Unaltered",1,"Altered"
20326349,"ASCI","Threshold25","Altered",1,"Altered"
20326349,"ASCI","Threshold25","Unaltered",1,"Altered"
20326349,"CSCI","Threshold75","Altered",1,"Altered"
20326349,"CSCI","Threshold75","Unaltered",1,"Altered"
20326351,"ASCI","Threshold25","Altered",1,"Altered"
20326351,"ASCI","Threshold25","Unaltered",1,"Altered"
20326351,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326355,"ASCI","Threshold25","Altered",1,"Altered"
20326355,"ASCI","Threshold25","Unaltered",1,"Altered"
20326355,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326361,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326361,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326363,"ASCI","Threshold25","Altered",1,"Altered"
20326363,"ASCI","Threshold25","Unaltered",1,"Altered"
20326363,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326365,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326365,"CSCI","Threshold75","Altered",1,"Altered"
20326365,"CSCI","Threshold75","Unaltered",1,"Altered"
20326371,"ASCI","Threshold25","Altered",1,"Altered"
20326371,"ASCI","Threshold25","Unaltered",1,"Altered"
20326371,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326373,"ASCI","Threshold25","Altered",1,"Altered"
20326373,"ASCI","Threshold25","Unaltered",1,"Altered"
20326373,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326377,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326377,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326379,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326379,"CSCI","Threshold75","Altered",1,"Altered"
20326379,"CSCI","Threshold75","Unaltered",1,"Altered"
20326383,"ASCI","Threshold25","Altered",1,"Altered"
20326383,"ASCI","Threshold25","Unaltered",1,"Altered"
20326383,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326387,"ASCI","Threshold25","Altered",1,"Altered"
20326387,"ASCI","Threshold25","Unaltered",1,"Altered"
20326387,"CSCI","Threshold75","Altered",1,"Altered"
20326387,"CSCI","Threshold75","Unaltered",1,"Altered"
20326407,"ASCI","Threshold25","Altered",1,"Altered"
20326407,"ASCI","Threshold25","Unaltered",1,"Altered"
20326407,"CSCI","Threshold75","Altered",1,"Altered"
20326407,"CSCI","Threshold75","Unaltered",1,"Altered"
20326409,"ASCI","Threshold25","Altered",1,"Altered"
20326409,"ASCI","Threshold25","Unaltered",1,"Altered"
20326409,"CSCI","Threshold75","Altered",1,"Altered"
20326409,"CSCI","Threshold75","Unaltered",1,"Altered"
20326413,"ASCI","Threshold25","Altered",1,"Altered"
20326413,"ASCI","Threshold25","Unaltered",1,"Altered"
20326413,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326423,"ASCI","Threshold25","Altered",1,"Altered"
20326423,"ASCI","Threshold25","Unaltered",1,"Altered"
20326423,"CSCI","Threshold75","Altered",1,"Altered"
20326423,"CSCI","Threshold75","Unaltered",1,"Altered"
20326429,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326429,"CSCI","Threshold75","Altered",1,"Altered"
20326429,"CSCI","Threshold75","Unaltered",1,"Altered"
20326433,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326433,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326439,"ASCI","Threshold25","Altered",1,"Altered"
20326439,"ASCI","Threshold25","Unaltered",1,"Altered"
20326439,"CSCI","Threshold75","Altered",1,"Altered"
20326439,"CSCI","Threshold75","Unaltered",1,"Altered"
20326441,"ASCI","Threshold25","Altered",1,"Altered"
20326441,"ASCI","Threshold25","Unaltered",1,"Altered"
20326441,"CSCI","Threshold75","Altered",1,"Altered"
20326441,"CSCI","Threshold75","Unaltered",1,"Altered"
20326445,"ASCI","Threshold25","Altered",1,"Altered"
20326445,"ASCI","Threshold25","Unaltered",1,"Altered"
20326445,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326447,"ASCI","Threshold25","Altered",1,"Altered"
20326447,"ASCI","Threshold25","Unaltered",1,"Altered"
20326447,"CSCI","Threshold75","Altered",1,"Altered"
20326447,"CSCI","Threshold75","Unaltered",1,"Altered"
20326449,"ASCI","Threshold25","Altered",1,"Altered"
20326449,"ASCI","Threshold25","Unaltered",1,"Altered"
20326449,"CSCI","Threshold75","Altered",1,"Altered"
20326449,"CSCI","Threshold75","Unaltered",1,"Altered"
20326451,"ASCI","Threshold25","Altered",1,"Altered"
20326451,"ASCI","Threshold25","Unaltered",1,"Altered"
20326451,"CSCI","Threshold75","Altered",1,"Altered"
20326451,"CSCI","Threshold75","Unaltered",1,"Altered"
20326457,"ASCI","Threshold25","Altered",1,"Altered"
20326457,"ASCI","Threshold25","Unaltered",1,"Altered"
20326457,"CSCI","Threshold75","Altered",1,"Altered"
20326457,"CSCI","Threshold75","Unaltered",1,"Altered"
20326459,"ASCI","Threshold25","Altered",1,"Altered"
20326459,"ASCI","Threshold25","Unaltered",1,"Altered"
20326459,"CSCI","Threshold75","Altered",1,"Altered"
20326459,"CSCI","Threshold75","Unaltered",1,"Altered"
20326461,"ASCI","Threshold25","Altered",1,"Altered"
20326461,"ASCI","Threshold25","Unaltered",1,"Altered"
20326461,"CSCI","Threshold75","Altered",1,"Altered"
20326461,"CSCI","Threshold75","Unaltered",1,"Altered"
20326465,"ASCI","Threshold25","Altered",1,"Altered"
20326465,"ASCI","Threshold25","Unaltered",1,"Altered"
20326465,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326477,"ASCI","Threshold25","Altered",2,"Altered"
20326477,"CSCI","Threshold75","Altered",1,"Altered"
20326477,"CSCI","Threshold75","Unaltered",1,"Altered"
20326479,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326479,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326483,"ASCI","Threshold25","Altered",1,"Altered"
20326483,"ASCI","Threshold25","Unaltered",1,"Altered"
20326483,"CSCI","Threshold75","Altered",1,"Altered"
20326483,"CSCI","Threshold75","Unaltered",1,"Altered"
20326485,"ASCI","Threshold25","Altered",1,"Altered"
20326485,"ASCI","Threshold25","Unaltered",1,"Altered"
20326485,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326487,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326487,"CSCI","Threshold75","Altered",1,"Altered"
20326487,"CSCI","Threshold75","Unaltered",1,"Altered"
20326489,"ASCI","Threshold25","Altered",1,"Altered"
20326489,"ASCI","Threshold25","Unaltered",1,"Altered"
20326489,"CSCI","Threshold75","Altered",1,"Altered"
20326489,"CSCI","Threshold75","Unaltered",1,"Altered"
20326491,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326491,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326495,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326495,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326499,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20326499,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20326503,"ASCI","Threshold25","Altered",1,"Altered"
20326503,"ASCI","Threshold25","Unaltered",1,"Altered"
20326503,"CSCI","Threshold75","Altered",1,"Altered"
20326503,"CSCI","Threshold75","Unaltered",1,"Altered"
20326511,"ASCI","Threshold25","Altered",1,"Altered"
20326511,"ASCI","Threshold25","Unaltered",1,"Altered"
20326511,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20327393,"ASCI","Threshold25","Altered",1,"Altered"
20327393,"ASCI","Threshold25","Unaltered",1,"Altered"
20327393,"CSCI","Threshold75","Altered",1,"Altered"
20327393,"CSCI","Threshold75","Unaltered",1,"Altered"
20327395,"ASCI","Threshold25","Altered",1,"Altered"
20327395,"ASCI","Threshold25","Unaltered",1,"Altered"
20327395,"CSCI","Threshold75","Altered",1,"Altered"
20327395,"CSCI","Threshold75","Unaltered",1,"Altered"
20328592,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328592,"CSCI","Threshold75","Altered",1,"Altered"
20328592,"CSCI","Threshold75","Unaltered",1,"Altered"
20328596,"ASCI","Threshold25","Altered",1,"Altered"
20328596,"ASCI","Threshold25","Unaltered",1,"Altered"
20328596,"CSCI","Threshold75","Altered",1,"Altered"
20328596,"CSCI","Threshold75","Unaltered",1,"Altered"
20328598,"ASCI","Threshold25","Altered",1,"Altered"
20328598,"ASCI","Threshold25","Unaltered",1,"Altered"
20328598,"CSCI","Threshold75","Altered",1,"Altered"
20328598,"CSCI","Threshold75","Unaltered",1,"Altered"
20328600,"ASCI","Threshold25","Altered",2,"Altered"
20328600,"CSCI","Threshold75","Altered",1,"Altered"
20328600,"CSCI","Threshold75","Unaltered",1,"Altered"
20328602,"ASCI","Threshold25","Altered",1,"Altered"
20328602,"ASCI","Threshold25","Unaltered",1,"Altered"
20328602,"CSCI","Threshold75","Altered",1,"Altered"
20328602,"CSCI","Threshold75","Unaltered",1,"Altered"
20328606,"ASCI","Threshold25","Altered",1,"Altered"
20328606,"ASCI","Threshold25","Unaltered",1,"Altered"
20328606,"CSCI","Threshold75","Altered",1,"Altered"
20328606,"CSCI","Threshold75","Unaltered",1,"Altered"
20328610,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328610,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328612,"ASCI","Threshold25","Altered",1,"Altered"
20328612,"ASCI","Threshold25","Unaltered",1,"Altered"
20328612,"CSCI","Threshold75","Altered",1,"Altered"
20328612,"CSCI","Threshold75","Unaltered",1,"Altered"
20328616,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328616,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328618,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328618,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328622,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328622,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328624,"ASCI","Threshold25","Altered",2,"Altered"
20328624,"CSCI","Threshold75","Altered",1,"Altered"
20328624,"CSCI","Threshold75","Unaltered",1,"Altered"
20328626,"ASCI","Threshold25","Altered",2,"Altered"
20328626,"CSCI","Threshold75","Altered",1,"Altered"
20328626,"CSCI","Threshold75","Unaltered",1,"Altered"
20328634,"ASCI","Threshold25","Altered",2,"Altered"
20328634,"CSCI","Threshold75","Altered",1,"Altered"
20328634,"CSCI","Threshold75","Unaltered",1,"Altered"
20328638,"ASCI","Threshold25","Altered",2,"Altered"
20328638,"CSCI","Threshold75","Altered",1,"Altered"
20328638,"CSCI","Threshold75","Unaltered",1,"Altered"
20328644,"ASCI","Threshold25","Altered",1,"Altered"
20328644,"ASCI","Threshold25","Unaltered",1,"Altered"
20328644,"CSCI","Threshold75","Altered",1,"Altered"
20328644,"CSCI","Threshold75","Unaltered",1,"Altered"
20328652,"ASCI","Threshold25","Altered",2,"Altered"
20328652,"CSCI","Threshold75","Altered",1,"Altered"
20328652,"CSCI","Threshold75","Unaltered",1,"Altered"
20328654,"ASCI","Threshold25","Altered",1,"Altered"
20328654,"ASCI","Threshold25","Unaltered",1,"Altered"
20328654,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328656,"ASCI","Threshold25","Altered",1,"Altered"
20328656,"ASCI","Threshold25","Unaltered",1,"Altered"
20328656,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328660,"ASCI","Threshold25","Altered",1,"Altered"
20328660,"ASCI","Threshold25","Unaltered",1,"Altered"
20328660,"CSCI","Threshold75","Altered",1,"Altered"
20328660,"CSCI","Threshold75","Unaltered",1,"Altered"
20328662,"ASCI","Threshold25","Altered",1,"Altered"
20328662,"ASCI","Threshold25","Unaltered",1,"Altered"
20328662,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328666,"ASCI","Threshold25","Altered",1,"Altered"
20328666,"ASCI","Threshold25","Unaltered",1,"Altered"
20328666,"CSCI","Threshold75","Altered",1,"Altered"
20328666,"CSCI","Threshold75","Unaltered",1,"Altered"
20328674,"ASCI","Threshold25","Altered",2,"Altered"
20328674,"CSCI","Threshold75","Altered",1,"Altered"
20328674,"CSCI","Threshold75","Unaltered",1,"Altered"
20328678,"ASCI","Threshold25","Altered",2,"Altered"
20328678,"CSCI","Threshold75","Altered",1,"Altered"
20328678,"CSCI","Threshold75","Unaltered",1,"Altered"
20328680,"ASCI","Threshold25","Altered",1,"Altered"
20328680,"ASCI","Threshold25","Unaltered",1,"Altered"
20328680,"CSCI","Threshold75","Altered",1,"Altered"
20328680,"CSCI","Threshold75","Unaltered",1,"Altered"
20328682,"ASCI","Threshold25","Altered",2,"Altered"
20328682,"CSCI","Threshold75","Altered",1,"Altered"
20328682,"CSCI","Threshold75","Unaltered",1,"Altered"
20328686,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20328686,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20328688,"ASCI","Threshold25","Altered",2,"Altered"
20328688,"CSCI","Threshold75","Altered",2,"Altered"
20328694,"ASCI","Threshold25","Altered",2,"Altered"
20328694,"CSCI","Threshold75","Altered",1,"Altered"
20328694,"CSCI","Threshold75","Unaltered",1,"Altered"
20329176,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329176,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329180,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329180,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329182,"ASCI","Threshold25","Altered",1,"Altered"
20329182,"ASCI","Threshold25","Unaltered",1,"Altered"
20329182,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329184,"ASCI","Threshold25","Altered",2,"Altered"
20329184,"CSCI","Threshold75","Altered",1,"Altered"
20329184,"CSCI","Threshold75","Unaltered",1,"Altered"
20329188,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329188,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329190,"ASCI","Threshold25","Altered",2,"Altered"
20329190,"CSCI","Threshold75","Altered",1,"Altered"
20329190,"CSCI","Threshold75","Unaltered",1,"Altered"
20329192,"ASCI","Threshold25","Altered",1,"Altered"
20329192,"ASCI","Threshold25","Unaltered",1,"Altered"
20329192,"CSCI","Threshold75","Altered",1,"Altered"
20329192,"CSCI","Threshold75","Unaltered",1,"Altered"
20329194,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329194,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329196,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329196,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329198,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329198,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329202,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329202,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329204,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329204,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329206,"ASCI","Threshold25","Altered",2,"Altered"
20329206,"CSCI","Threshold75","Altered",1,"Altered"
20329206,"CSCI","Threshold75","Unaltered",1,"Altered"
20329210,"ASCI","Threshold25","Altered",1,"Altered"
20329210,"ASCI","Threshold25","Unaltered",1,"Altered"
20329210,"CSCI","Threshold75","Altered",1,"Altered"
20329210,"CSCI","Threshold75","Unaltered",1,"Altered"
20329214,"ASCI","Threshold25","Altered",2,"Altered"
20329214,"CSCI","Threshold75","Altered",1,"Altered"
20329214,"CSCI","Threshold75","Unaltered",1,"Altered"
20329218,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329218,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329220,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329220,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329222,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329222,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329224,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329224,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329226,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329226,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329228,"ASCI","Threshold25","Altered",2,"Altered"
20329228,"CSCI","Threshold75","Altered",1,"Altered"
20329228,"CSCI","Threshold75","Unaltered",1,"Altered"
20329468,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329468,"CSCI","Threshold75","Altered",1,"Altered"
20329468,"CSCI","Threshold75","Unaltered",1,"Altered"
20329472,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329472,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329478,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329478,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329482,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329482,"CSCI","Threshold75","Altered",1,"Altered"
20329482,"CSCI","Threshold75","Unaltered",1,"Altered"
20329490,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329490,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329498,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329498,"CSCI","Threshold75","Altered",1,"Altered"
20329498,"CSCI","Threshold75","Unaltered",1,"Altered"
20329500,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329500,"CSCI","Threshold75","Altered",1,"Altered"
20329500,"CSCI","Threshold75","Unaltered",1,"Altered"
20329502,"ASCI","Threshold25","Altered",1,"Altered"
20329502,"ASCI","Threshold25","Unaltered",1,"Altered"
20329502,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329506,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329506,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329514,"ASCI","Threshold25","Altered",1,"Altered"
20329514,"ASCI","Threshold25","Unaltered",1,"Altered"
20329514,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329518,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329518,"CSCI","Threshold75","Altered",1,"Altered"
20329518,"CSCI","Threshold75","Unaltered",1,"Altered"
20329522,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329522,"CSCI","Threshold75","Altered",1,"Altered"
20329522,"CSCI","Threshold75","Unaltered",1,"Altered"
20329528,"ASCI","Threshold25","Altered",1,"Altered"
20329528,"ASCI","Threshold25","Unaltered",1,"Altered"
20329528,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329530,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329530,"CSCI","Threshold75","Altered",1,"Altered"
20329530,"CSCI","Threshold75","Unaltered",1,"Altered"
20329534,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329534,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329544,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329544,"CSCI","Threshold75","Altered",1,"Altered"
20329544,"CSCI","Threshold75","Unaltered",1,"Altered"
20329546,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329546,"CSCI","Threshold75","Altered",1,"Altered"
20329546,"CSCI","Threshold75","Unaltered",1,"Altered"
20329550,"ASCI","Threshold25","Altered",1,"Altered"
20329550,"ASCI","Threshold25","Unaltered",1,"Altered"
20329550,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20329556,"ASCI","Threshold25","Altered",1,"Altered"
20329556,"ASCI","Threshold25","Unaltered",1,"Altered"
20329556,"CSCI","Threshold75","Altered",1,"Altered"
20329556,"CSCI","Threshold75","Unaltered",1,"Altered"
20329558,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329558,"CSCI","Threshold75","Altered",1,"Altered"
20329558,"CSCI","Threshold75","Unaltered",1,"Altered"
20329560,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329560,"CSCI","Threshold75","Altered",1,"Altered"
20329560,"CSCI","Threshold75","Unaltered",1,"Altered"
20329562,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329562,"CSCI","Threshold75","Altered",1,"Altered"
20329562,"CSCI","Threshold75","Unaltered",1,"Altered"
20329564,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329564,"CSCI","Threshold75","Altered",1,"Altered"
20329564,"CSCI","Threshold75","Unaltered",1,"Altered"
20329572,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329572,"CSCI","Threshold75","Altered",1,"Altered"
20329572,"CSCI","Threshold75","Unaltered",1,"Altered"
20329576,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20329576,"CSCI","Threshold75","Altered",1,"Altered"
