"COMID","Biol","Threshold","alteration_50pct_time","n","overall.altered.2metric"
20342683,"CSCI","Threshold75","Altered",1,"Altered"
20342683,"CSCI","Threshold75","Unaltered",1,"Altered"
20342685,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342685,"CSCI","Threshold75","Altered",1,"Altered"
20342685,"CSCI","Threshold75","Unaltered",1,"Altered"
20342687,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342687,"CSCI","Threshold75","Altered",1,"Altered"
20342687,"CSCI","Threshold75","Unaltered",1,"Altered"
20342689,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342689,"CSCI","Threshold75","Altered",1,"Altered"
20342689,"CSCI","Threshold75","Unaltered",1,"Altered"
20342691,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342691,"CSCI","Threshold75","Altered",1,"Altered"
20342691,"CSCI","Threshold75","Unaltered",1,"Altered"
20342701,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342701,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342703,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342703,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342707,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342707,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342711,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342711,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342713,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342713,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342717,"ASCI","Threshold25","Altered",1,"Altered"
20342717,"ASCI","Threshold25","Unaltered",1,"Altered"
20342717,"CSCI","Threshold75","Altered",1,"Altered"
20342717,"CSCI","Threshold75","Unaltered",1,"Altered"
20342719,"ASCI","Threshold25","Altered",1,"Altered"
20342719,"ASCI","Threshold25","Unaltered",1,"Altered"
20342719,"CSCI","Threshold75","Altered",1,"Altered"
20342719,"CSCI","Threshold75","Unaltered",1,"Altered"
20342721,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342721,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342723,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342723,"CSCI","Threshold75","Altered",1,"Altered"
20342723,"CSCI","Threshold75","Unaltered",1,"Altered"
20342725,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342725,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342733,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342733,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342967,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342967,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342971,"ASCI","Threshold25","Altered",2,"Altered"
20342971,"CSCI","Threshold75","Altered",2,"Altered"
20342973,"ASCI","Threshold25","Altered",2,"Altered"
20342973,"CSCI","Threshold75","Altered",2,"Altered"
20342979,"ASCI","Threshold25","Altered",2,"Altered"
20342979,"CSCI","Threshold75","Altered",2,"Altered"
20342983,"ASCI","Threshold25","Altered",2,"Altered"
20342983,"CSCI","Threshold75","Altered",2,"Altered"
20342987,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20342987,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20342991,"ASCI","Threshold25","Altered",2,"Altered"
20342991,"CSCI","Threshold75","Altered",2,"Altered"
20342997,"ASCI","Threshold25","Altered",2,"Altered"
20342997,"CSCI","Threshold75","Altered",2,"Altered"
20343001,"ASCI","Threshold25","Altered",2,"Altered"
20343001,"CSCI","Threshold75","Altered",2,"Altered"
20343003,"ASCI","Threshold25","Altered",2,"Altered"
20343003,"CSCI","Threshold75","Altered",2,"Altered"
20343007,"ASCI","Threshold25","Altered",2,"Altered"
20343007,"CSCI","Threshold75","Altered",2,"Altered"
20343009,"ASCI","Threshold25","Altered",2,"Altered"
20343009,"CSCI","Threshold75","Altered",2,"Altered"
20343017,"ASCI","Threshold25","Altered",2,"Altered"
20343017,"CSCI","Threshold75","Altered",2,"Altered"
20343021,"ASCI","Threshold25","Altered",2,"Altered"
20343021,"CSCI","Threshold75","Altered",2,"Altered"
20343039,"ASCI","Threshold25","Altered",2,"Altered"
20343039,"CSCI","Threshold75","Altered",2,"Altered"
20343043,"ASCI","Threshold25","Altered",2,"Altered"
20343043,"CSCI","Threshold75","Altered",1,"Altered"
20343043,"CSCI","Threshold75","Unaltered",1,"Altered"
20343045,"ASCI","Threshold25","Altered",2,"Altered"
20343045,"CSCI","Threshold75","Altered",2,"Altered"
20343051,"ASCI","Threshold25","Altered",2,"Altered"
20343051,"CSCI","Threshold75","Altered",2,"Altered"
20343053,"ASCI","Threshold25","Altered",2,"Altered"
20343053,"CSCI","Threshold75","Altered",1,"Altered"
20343053,"CSCI","Threshold75","Unaltered",1,"Altered"
20343057,"ASCI","Threshold25","Altered",2,"Altered"
20343057,"CSCI","Threshold75","Altered",1,"Altered"
20343057,"CSCI","Threshold75","Unaltered",1,"Altered"
20343059,"ASCI","Threshold25","Altered",2,"Altered"
20343059,"CSCI","Threshold75","Altered",2,"Altered"
20343063,"ASCI","Threshold25","Altered",1,"Altered"
20343063,"ASCI","Threshold25","Unaltered",1,"Altered"
20343063,"CSCI","Threshold75","Altered",1,"Altered"
20343063,"CSCI","Threshold75","Unaltered",1,"Altered"
20343065,"ASCI","Threshold25","Altered",2,"Altered"
20343065,"CSCI","Threshold75","Altered",1,"Altered"
20343065,"CSCI","Threshold75","Unaltered",1,"Altered"
20343069,"ASCI","Threshold25","Altered",2,"Altered"
20343069,"CSCI","Threshold75","Altered",1,"Altered"
20343069,"CSCI","Threshold75","Unaltered",1,"Altered"
20343075,"ASCI","Threshold25","Altered",2,"Altered"
20343075,"CSCI","Threshold75","Altered",2,"Altered"
20343077,"ASCI","Threshold25","Altered",2,"Altered"
20343077,"CSCI","Threshold75","Altered",1,"Altered"
20343077,"CSCI","Threshold75","Unaltered",1,"Altered"
20343081,"ASCI","Threshold25","Altered",2,"Altered"
20343081,"CSCI","Threshold75","Altered",2,"Altered"
20343085,"ASCI","Threshold25","Altered",2,"Altered"
20343085,"CSCI","Threshold75","Altered",1,"Altered"
20343085,"CSCI","Threshold75","Unaltered",1,"Altered"
20343093,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343093,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343097,"ASCI","Threshold25","Altered",2,"Altered"
20343097,"CSCI","Threshold75","Altered",1,"Altered"
20343097,"CSCI","Threshold75","Unaltered",1,"Altered"
20343101,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343101,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343109,"ASCI","Threshold25","Altered",2,"Altered"
20343109,"CSCI","Threshold75","Altered",1,"Altered"
20343109,"CSCI","Threshold75","Unaltered",1,"Altered"
20343121,"ASCI","Threshold25","Altered",1,"Altered"
20343121,"ASCI","Threshold25","Unaltered",1,"Altered"
20343121,"CSCI","Threshold75","Altered",1,"Altered"
20343121,"CSCI","Threshold75","Unaltered",1,"Altered"
20343123,"ASCI","Threshold25","Altered",1,"Altered"
20343123,"ASCI","Threshold25","Unaltered",1,"Altered"
20343123,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343125,"ASCI","Threshold25","Altered",2,"Altered"
20343125,"CSCI","Threshold75","Altered",2,"Altered"
20343133,"ASCI","Threshold25","Altered",1,"Altered"
20343133,"ASCI","Threshold25","Unaltered",1,"Altered"
20343133,"CSCI","Threshold75","Altered",1,"Altered"
20343133,"CSCI","Threshold75","Unaltered",1,"Altered"
20343137,"ASCI","Threshold25","Altered",2,"Altered"
20343137,"CSCI","Threshold75","Altered",2,"Altered"
20343143,"ASCI","Threshold25","Altered",1,"Altered"
20343143,"ASCI","Threshold25","Unaltered",1,"Altered"
20343143,"CSCI","Threshold75","Altered",1,"Altered"
20343143,"CSCI","Threshold75","Unaltered",1,"Altered"
20343145,"ASCI","Threshold25","Altered",2,"Altered"
20343145,"CSCI","Threshold75","Altered",2,"Altered"
20343151,"ASCI","Threshold25","Altered",1,"Altered"
20343151,"ASCI","Threshold25","Unaltered",1,"Altered"
20343151,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343165,"ASCI","Threshold25","Altered",1,"Altered"
20343165,"ASCI","Threshold25","Unaltered",1,"Altered"
20343165,"CSCI","Threshold75","Altered",2,"Altered"
20343167,"ASCI","Threshold25","Altered",1,"Altered"
20343167,"ASCI","Threshold25","Unaltered",1,"Altered"
20343167,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343171,"ASCI","Threshold25","Altered",1,"Altered"
20343171,"ASCI","Threshold25","Unaltered",1,"Altered"
20343171,"CSCI","Threshold75","Altered",1,"Altered"
20343171,"CSCI","Threshold75","Unaltered",1,"Altered"
20343179,"ASCI","Threshold25","Altered",1,"Altered"
20343179,"ASCI","Threshold25","Unaltered",1,"Altered"
20343179,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343181,"ASCI","Threshold25","Altered",1,"Altered"
20343181,"ASCI","Threshold25","Unaltered",1,"Altered"
20343181,"CSCI","Threshold75","Altered",1,"Altered"
20343181,"CSCI","Threshold75","Unaltered",1,"Altered"
20343183,"ASCI","Threshold25","Altered",1,"Altered"
20343183,"ASCI","Threshold25","Unaltered",1,"Altered"
20343183,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343193,"ASCI","Threshold25","Altered",1,"Altered"
20343193,"ASCI","Threshold25","Unaltered",1,"Altered"
20343193,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343195,"ASCI","Threshold25","Altered",1,"Altered"
20343195,"ASCI","Threshold25","Unaltered",1,"Altered"
20343195,"CSCI","Threshold75","Altered",1,"Altered"
20343195,"CSCI","Threshold75","Unaltered",1,"Altered"
20343201,"ASCI","Threshold25","Altered",2,"Altered"
20343201,"CSCI","Threshold75","Altered",1,"Altered"
20343201,"CSCI","Threshold75","Unaltered",1,"Altered"
20343211,"ASCI","Threshold25","Altered",2,"Altered"
20343211,"CSCI","Threshold75","Altered",1,"Altered"
20343211,"CSCI","Threshold75","Unaltered",1,"Altered"
20343217,"ASCI","Threshold25","Altered",1,"Altered"
20343217,"ASCI","Threshold25","Unaltered",1,"Altered"
20343217,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343225,"ASCI","Threshold25","Altered",1,"Altered"
20343225,"ASCI","Threshold25","Unaltered",1,"Altered"
20343225,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343233,"ASCI","Threshold25","Altered",2,"Altered"
20343233,"CSCI","Threshold75","Altered",2,"Altered"
20343237,"ASCI","Threshold25","Altered",1,"Altered"
20343237,"ASCI","Threshold25","Unaltered",1,"Altered"
20343237,"CSCI","Threshold75","Altered",1,"Altered"
20343237,"CSCI","Threshold75","Unaltered",1,"Altered"
20343239,"ASCI","Threshold25","Altered",1,"Altered"
20343239,"ASCI","Threshold25","Unaltered",1,"Altered"
20343239,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343241,"ASCI","Threshold25","Altered",1,"Altered"
20343241,"ASCI","Threshold25","Unaltered",1,"Altered"
20343241,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343243,"ASCI","Threshold25","Altered",1,"Altered"
20343243,"ASCI","Threshold25","Unaltered",1,"Altered"
20343243,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343245,"ASCI","Threshold25","Altered",1,"Altered"
20343245,"ASCI","Threshold25","Unaltered",1,"Altered"
20343245,"CSCI","Threshold75","Altered",1,"Altered"
20343245,"CSCI","Threshold75","Unaltered",1,"Altered"
20343247,"ASCI","Threshold25","Altered",1,"Altered"
20343247,"ASCI","Threshold25","Unaltered",1,"Altered"
20343247,"CSCI","Threshold75","Altered",1,"Altered"
20343247,"CSCI","Threshold75","Unaltered",1,"Altered"
20343249,"ASCI","Threshold25","Altered",2,"Altered"
20343249,"CSCI","Threshold75","Altered",2,"Altered"
20343255,"ASCI","Threshold25","Altered",1,"Altered"
20343255,"ASCI","Threshold25","Unaltered",1,"Altered"
20343255,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343263,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343263,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343273,"ASCI","Threshold25","Altered",1,"Altered"
20343273,"ASCI","Threshold25","Unaltered",1,"Altered"
20343273,"CSCI","Threshold75","Altered",1,"Altered"
20343273,"CSCI","Threshold75","Unaltered",1,"Altered"
20343275,"ASCI","Threshold25","Altered",1,"Altered"
20343275,"ASCI","Threshold25","Unaltered",1,"Altered"
20343275,"CSCI","Threshold75","Altered",1,"Altered"
20343275,"CSCI","Threshold75","Unaltered",1,"Altered"
20343277,"ASCI","Threshold25","Altered",1,"Altered"
20343277,"ASCI","Threshold25","Unaltered",1,"Altered"
20343277,"CSCI","Threshold75","Altered",1,"Altered"
20343277,"CSCI","Threshold75","Unaltered",1,"Altered"
20343279,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343279,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343287,"ASCI","Threshold25","Altered",2,"Altered"
20343287,"CSCI","Threshold75","Altered",2,"Altered"
20343291,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343291,"CSCI","Threshold75","Altered",1,"Altered"
20343291,"CSCI","Threshold75","Unaltered",1,"Altered"
20343293,"ASCI","Threshold25","Altered",1,"Altered"
20343293,"ASCI","Threshold25","Unaltered",1,"Altered"
20343293,"CSCI","Threshold75","Altered",1,"Altered"
20343293,"CSCI","Threshold75","Unaltered",1,"Altered"
20343295,"ASCI","Threshold25","Altered",1,"Altered"
20343295,"ASCI","Threshold25","Unaltered",1,"Altered"
20343295,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343297,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343297,"CSCI","Threshold75","Altered",1,"Altered"
20343297,"CSCI","Threshold75","Unaltered",1,"Altered"
20343307,"ASCI","Threshold25","Altered",1,"Altered"
20343307,"ASCI","Threshold25","Unaltered",1,"Altered"
20343307,"CSCI","Threshold75","Altered",1,"Altered"
20343307,"CSCI","Threshold75","Unaltered",1,"Altered"
20343309,"ASCI","Threshold25","Altered",1,"Altered"
20343309,"ASCI","Threshold25","Unaltered",1,"Altered"
20343309,"CSCI","Threshold75","Altered",1,"Altered"
20343309,"CSCI","Threshold75","Unaltered",1,"Altered"
20343311,"ASCI","Threshold25","Altered",1,"Altered"
20343311,"ASCI","Threshold25","Unaltered",1,"Altered"
20343311,"CSCI","Threshold75","Altered",1,"Altered"
20343311,"CSCI","Threshold75","Unaltered",1,"Altered"
20343313,"ASCI","Threshold25","Altered",1,"Altered"
20343313,"ASCI","Threshold25","Unaltered",1,"Altered"
20343313,"CSCI","Threshold75","Altered",1,"Altered"
20343313,"CSCI","Threshold75","Unaltered",1,"Altered"
20343315,"ASCI","Threshold25","Altered",1,"Altered"
20343315,"ASCI","Threshold25","Unaltered",1,"Altered"
20343315,"CSCI","Threshold75","Altered",1,"Altered"
20343315,"CSCI","Threshold75","Unaltered",1,"Altered"
20343321,"ASCI","Threshold25","Altered",1,"Altered"
20343321,"ASCI","Threshold25","Unaltered",1,"Altered"
20343321,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343323,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343323,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343325,"ASCI","Threshold25","Altered",1,"Altered"
20343325,"ASCI","Threshold25","Unaltered",1,"Altered"
20343325,"CSCI","Threshold75","Altered",1,"Altered"
20343325,"CSCI","Threshold75","Unaltered",1,"Altered"
20343327,"ASCI","Threshold25","Altered",1,"Altered"
20343327,"ASCI","Threshold25","Unaltered",1,"Altered"
20343327,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343337,"ASCI","Threshold25","Altered",2,"Altered"
20343337,"CSCI","Threshold75","Altered",2,"Altered"
20343339,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343339,"CSCI","Threshold75","Altered",1,"Altered"
20343339,"CSCI","Threshold75","Unaltered",1,"Altered"
20343341,"ASCI","Threshold25","Altered",1,"Altered"
20343341,"ASCI","Threshold25","Unaltered",1,"Altered"
20343341,"CSCI","Threshold75","Altered",1,"Altered"
20343341,"CSCI","Threshold75","Unaltered",1,"Altered"
20343343,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343343,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343345,"ASCI","Threshold25","Altered",1,"Altered"
20343345,"ASCI","Threshold25","Unaltered",1,"Altered"
20343345,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343351,"ASCI","Threshold25","Altered",1,"Altered"
20343351,"ASCI","Threshold25","Unaltered",1,"Altered"
20343351,"CSCI","Threshold75","Altered",1,"Altered"
20343351,"CSCI","Threshold75","Unaltered",1,"Altered"
20343359,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343359,"CSCI","Threshold75","Altered",1,"Altered"
20343359,"CSCI","Threshold75","Unaltered",1,"Altered"
20343361,"ASCI","Threshold25","Altered",2,"Altered"
20343361,"CSCI","Threshold75","Altered",2,"Altered"
20343363,"ASCI","Threshold25","Altered",2,"Altered"
20343363,"CSCI","Threshold75","Altered",2,"Altered"
20343365,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343365,"CSCI","Threshold75","Altered",1,"Altered"
20343365,"CSCI","Threshold75","Unaltered",1,"Altered"
20343369,"ASCI","Threshold25","Altered",1,"Altered"
20343369,"ASCI","Threshold25","Unaltered",1,"Altered"
20343369,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343373,"ASCI","Threshold25","Altered",1,"Altered"
20343373,"ASCI","Threshold25","Unaltered",1,"Altered"
20343373,"CSCI","Threshold75","Altered",2,"Altered"
20343379,"ASCI","Threshold25","Altered",1,"Altered"
20343379,"ASCI","Threshold25","Unaltered",1,"Altered"
20343379,"CSCI","Threshold75","Altered",2,"Altered"
20343387,"ASCI","Threshold25","Altered",1,"Altered"
20343387,"ASCI","Threshold25","Unaltered",1,"Altered"
20343387,"CSCI","Threshold75","Altered",1,"Altered"
20343387,"CSCI","Threshold75","Unaltered",1,"Altered"
20343389,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343389,"CSCI","Threshold75","Altered",1,"Altered"
20343389,"CSCI","Threshold75","Unaltered",1,"Altered"
20343391,"ASCI","Threshold25","Altered",1,"Altered"
20343391,"ASCI","Threshold25","Unaltered",1,"Altered"
20343391,"CSCI","Threshold75","Altered",2,"Altered"
20343397,"ASCI","Threshold25","Altered",1,"Altered"
20343397,"ASCI","Threshold25","Unaltered",1,"Altered"
20343397,"CSCI","Threshold75","Altered",2,"Altered"
20343405,"ASCI","Threshold25","Altered",1,"Altered"
20343405,"ASCI","Threshold25","Unaltered",1,"Altered"
20343405,"CSCI","Threshold75","Altered",1,"Altered"
20343405,"CSCI","Threshold75","Unaltered",1,"Altered"
20343413,"ASCI","Threshold25","Altered",1,"Altered"
20343413,"ASCI","Threshold25","Unaltered",1,"Altered"
20343413,"CSCI","Threshold75","Altered",1,"Altered"
20343413,"CSCI","Threshold75","Unaltered",1,"Altered"
20343415,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343415,"CSCI","Threshold75","Altered",1,"Altered"
20343415,"CSCI","Threshold75","Unaltered",1,"Altered"
20343419,"ASCI","Threshold25","Altered",1,"Altered"
20343419,"ASCI","Threshold25","Unaltered",1,"Altered"
20343419,"CSCI","Threshold75","Altered",1,"Altered"
20343419,"CSCI","Threshold75","Unaltered",1,"Altered"
20343423,"ASCI","Threshold25","Altered",1,"Altered"
20343423,"ASCI","Threshold25","Unaltered",1,"Altered"
20343423,"CSCI","Threshold75","Altered",1,"Altered"
20343423,"CSCI","Threshold75","Unaltered",1,"Altered"
20343427,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343427,"CSCI","Threshold75","Altered",1,"Altered"
20343427,"CSCI","Threshold75","Unaltered",1,"Altered"
20343429,"ASCI","Threshold25","Altered",1,"Altered"
20343429,"ASCI","Threshold25","Unaltered",1,"Altered"
20343429,"CSCI","Threshold75","Altered",1,"Altered"
20343429,"CSCI","Threshold75","Unaltered",1,"Altered"
20343431,"ASCI","Threshold25","Altered",1,"Altered"
20343431,"ASCI","Threshold25","Unaltered",1,"Altered"
20343431,"CSCI","Threshold75","Altered",1,"Altered"
20343431,"CSCI","Threshold75","Unaltered",1,"Altered"
20343433,"ASCI","Threshold25","Altered",1,"Altered"
20343433,"ASCI","Threshold25","Unaltered",1,"Altered"
20343433,"CSCI","Threshold75","Altered",1,"Altered"
20343433,"CSCI","Threshold75","Unaltered",1,"Altered"
20343445,"ASCI","Threshold25","Altered",2,"Altered"
20343445,"CSCI","Threshold75","Altered",2,"Altered"
20343455,"ASCI","Threshold25","Altered",1,"Altered"
20343455,"ASCI","Threshold25","Unaltered",1,"Altered"
20343455,"CSCI","Threshold75","Altered",2,"Altered"
20343459,"ASCI","Threshold25","Altered",2,"Altered"
20343459,"CSCI","Threshold75","Altered",1,"Altered"
20343459,"CSCI","Threshold75","Unaltered",1,"Altered"
20343463,"ASCI","Threshold25","Altered",1,"Altered"
20343463,"ASCI","Threshold25","Unaltered",1,"Altered"
20343463,"CSCI","Threshold75","Altered",2,"Altered"
20343465,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343465,"CSCI","Threshold75","Altered",1,"Altered"
20343465,"CSCI","Threshold75","Unaltered",1,"Altered"
20343467,"ASCI","Threshold25","Altered",1,"Altered"
20343467,"ASCI","Threshold25","Unaltered",1,"Altered"
20343467,"CSCI","Threshold75","Altered",2,"Altered"
20343471,"ASCI","Threshold25","Altered",1,"Altered"
20343471,"ASCI","Threshold25","Unaltered",1,"Altered"
20343471,"CSCI","Threshold75","Altered",1,"Altered"
20343471,"CSCI","Threshold75","Unaltered",1,"Altered"
20343473,"ASCI","Threshold25","Altered",1,"Altered"
20343473,"ASCI","Threshold25","Unaltered",1,"Altered"
20343473,"CSCI","Threshold75","Altered",1,"Altered"
20343473,"CSCI","Threshold75","Unaltered",1,"Altered"
20343477,"ASCI","Threshold25","Altered",1,"Altered"
20343477,"ASCI","Threshold25","Unaltered",1,"Altered"
20343477,"CSCI","Threshold75","Altered",2,"Altered"
20343481,"ASCI","Threshold25","Altered",1,"Altered"
20343481,"ASCI","Threshold25","Unaltered",1,"Altered"
20343481,"CSCI","Threshold75","Altered",1,"Altered"
20343481,"CSCI","Threshold75","Unaltered",1,"Altered"
20343485,"ASCI","Threshold25","Altered",1,"Altered"
20343485,"ASCI","Threshold25","Unaltered",1,"Altered"
20343485,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343491,"ASCI","Threshold25","Altered",1,"Altered"
20343491,"ASCI","Threshold25","Unaltered",1,"Altered"
20343491,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343501,"ASCI","Threshold25","Altered",1,"Altered"
20343501,"ASCI","Threshold25","Unaltered",1,"Altered"
20343501,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343507,"ASCI","Threshold25","Altered",1,"Altered"
20343507,"ASCI","Threshold25","Unaltered",1,"Altered"
20343507,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343521,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343521,"CSCI","Threshold75","Altered",1,"Altered"
20343521,"CSCI","Threshold75","Unaltered",1,"Altered"
20343529,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343529,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343531,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343531,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20343535,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343535,"CSCI","Threshold75","Altered",1,"Altered"
20343535,"CSCI","Threshold75","Unaltered",1,"Altered"
20343539,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20343539,"CSCI","Threshold75","Altered",1,"Altered"
20343539,"CSCI","Threshold75","Unaltered",1,"Altered"
20344353,"ASCI","Threshold25","Altered",2,"Altered"
20344353,"CSCI","Threshold75","Altered",2,"Altered"
20344355,"ASCI","Threshold25","Altered",1,"Altered"
20344355,"ASCI","Threshold25","Unaltered",1,"Altered"
20344355,"CSCI","Threshold75","Altered",1,"Altered"
20344355,"CSCI","Threshold75","Unaltered",1,"Altered"
20344365,"ASCI","Threshold25","Altered",2,"Altered"
20344365,"CSCI","Threshold75","Altered",1,"Altered"
20344365,"CSCI","Threshold75","Unaltered",1,"Altered"
20344367,"ASCI","Threshold25","Altered",2,"Altered"
20344367,"CSCI","Threshold75","Altered",1,"Altered"
20344367,"CSCI","Threshold75","Unaltered",1,"Altered"
20344369,"ASCI","Threshold25","Altered",1,"Altered"
20344369,"ASCI","Threshold25","Unaltered",1,"Altered"
20344369,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20344373,"ASCI","Threshold25","Altered",1,"Altered"
20344373,"ASCI","Threshold25","Unaltered",1,"Altered"
20344373,"CSCI","Threshold75","Altered",1,"Altered"
20344373,"CSCI","Threshold75","Unaltered",1,"Altered"
20344379,"ASCI","Threshold25","Altered",1,"Altered"
20344379,"ASCI","Threshold25","Unaltered",1,"Altered"
20344379,"CSCI","Threshold75","Altered",1,"Altered"
20344379,"CSCI","Threshold75","Unaltered",1,"Altered"
20344383,"ASCI","Threshold25","Altered",2,"Altered"
20344383,"CSCI","Threshold75","Altered",2,"Altered"
20344387,"ASCI","Threshold25","Altered",1,"Altered"
20344387,"ASCI","Threshold25","Unaltered",1,"Altered"
20344387,"CSCI","Threshold75","Altered",2,"Altered"
20344393,"ASCI","Threshold25","Altered",2,"Altered"
20344393,"CSCI","Threshold75","Altered",2,"Altered"
20344395,"ASCI","Threshold25","Altered",1,"Altered"
20344395,"ASCI","Threshold25","Unaltered",1,"Altered"
20344395,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20344401,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20344401,"CSCI","Threshold75","Altered",1,"Altered"
20344401,"CSCI","Threshold75","Unaltered",1,"Altered"
20344407,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20344407,"CSCI","Threshold75","Altered",1,"Altered"
20344407,"CSCI","Threshold75","Unaltered",1,"Altered"
20344419,"ASCI","Threshold25","Altered",1,"Altered"
20344419,"ASCI","Threshold25","Unaltered",1,"Altered"
20344419,"CSCI","Threshold75","Altered",1,"Altered"
20344419,"CSCI","Threshold75","Unaltered",1,"Altered"
20344429,"ASCI","Threshold25","Altered",1,"Altered"
20344429,"ASCI","Threshold25","Unaltered",1,"Altered"
20344429,"CSCI","Threshold75","Altered",1,"Altered"
20344429,"CSCI","Threshold75","Unaltered",1,"Altered"
20344435,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20344435,"CSCI","Threshold75","Altered",1,"Altered"
20344435,"CSCI","Threshold75","Unaltered",1,"Altered"
20344439,"ASCI","Threshold25","Altered",2,"Altered"
20344439,"CSCI","Threshold75","Altered",1,"Altered"
20344439,"CSCI","Threshold75","Unaltered",1,"Altered"
20344453,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20344453,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20344469,"ASCI","Threshold25","Altered",2,"Altered"
20344469,"CSCI","Threshold75","Altered",1,"Altered"
20344469,"CSCI","Threshold75","Unaltered",1,"Altered"
20344471,"ASCI","Threshold25","Altered",1,"Altered"
20344471,"ASCI","Threshold25","Unaltered",1,"Altered"
20344471,"CSCI","Threshold75","Altered",1,"Altered"
20344471,"CSCI","Threshold75","Unaltered",1,"Altered"
20344473,"ASCI","Threshold25","Altered",1,"Altered"
20344473,"ASCI","Threshold25","Unaltered",1,"Altered"
20344473,"CSCI","Threshold75","Unaltered",2,"Unaltered"
